DATE,DEXCAUS,realizedVariance,jump,bipowerVariance
1998-06-22,0.0012241568449292911,9.632013224990348e-05,0.0,0.00010440056080679073
1998-06-23,-0.0010200266091304662,9.486866534762945e-05,0.0,0.0001026421700650053
1998-06-24,0.00013606367801112908,9.510934604386925e-05,0.0,0.000101899138121025
1998-06-25,-0.0021792435756109165,9.142149084263343e-05,0.0,9.630638347914721e-05
1998-06-26,0.001702939684729657,9.247845472749466e-05,0.0,9.553082710476703e-05
1998-06-29,0.0019038558820666843,9.520931629619856e-05,0.0,0.00010091767129893985
1998-06-30,-0.000271757593900166,9.836465945702262e-05,0.0,0.00010108409245925421
1998-07-01,-0.00401702667831746,7.748117960654424e-05,0.0,8.622698014788654e-05
1998-07-02,0.001908397525760169,8.886922715390587e-05,4.6548721670279974e-06,8.421435498687787e-05
1998-07-03,-0.0007492933152585175,9.132538738806685e-05,1.463669567951874e-06,8.986171782011498e-05
1998-07-06,0.003740864760378826,7.791177565770359e-05,0.0,7.934581270623218e-05
1998-07-07,0.00013576810827993006,8.718251055048196e-05,2.041983931368696e-05,6.6762671236795e-05
1998-07-08,0.0008820436844205291,6.244391732887388e-05,2.4200775582232523e-05,3.824314174664136e-05
1998-07-09,0.0015586354932568473,4.9151391930584474e-05,1.2725303490319712e-05,3.642608844026476e-05
1998-07-10,0.00216450300957305,5.1464925849655305e-05,1.3533712679800239e-05,3.7931213169855065e-05
1998-07-13,-0.0009463936351611164,5.4651439147118866e-05,1.3382285887055946e-05,4.126915326006292e-05
1998-07-14,0.0002704895878003486,5.4506645776458136e-05,1.0237769004294078e-05,4.426887677216406e-05
1998-07-15,0.004048588526000111,5.456129706909263e-05,1.0356078815980578e-05,4.420521825311205e-05
1998-07-16,0.0026899814472089354,6.620326356011093e-05,2.6107278855149677e-05,4.009598470496125e-05
1998-07-17,-0.00033585222817802496,7.053926017661205e-05,1.842907701485243e-05,5.211018316175962e-05
1998-07-20,-0.00033596506279385814,6.70273896761043e-05,1.43108022116259e-05,5.27165874644784e-05
1998-07-21,0.002885617544385169,6.706641000967997e-05,1.5887353945086956e-05,5.117905606459302e-05
1998-07-22,0.0022757707278587367,5.9256695287829254e-05,1.8596660756938486e-05,4.066003453089077e-05
1998-07-23,-0.00026746907548289413,6.07938465772804e-05,1.2064545816572832e-05,4.8729300760707565e-05
1998-07-24,0.001737271584875165,6.030394581132897e-05,1.5021453900880637e-05,4.528249191044833e-05
1998-07-27,0.004064098335111895,4.93279892154995e-05,4.1133929455175e-06,4.5214596269982e-05
1998-07-28,-0.0011309584414072205,6.582645151373287e-05,9.709446216362374e-06,5.61170052973705e-05
1998-07-29,0.0010644668691893937,6.632751744869699e-05,5.150126242038636e-06,6.117739120665835e-05
1998-07-30,0.0030540456615483777,6.503126256345883e-05,7.2621906061450024e-06,5.776907195731383e-05
1998-07-31,0.0017882575881840441,6.967338418783051e-05,1.00154947536562e-05,5.965788943417431e-05
1998-08-03,0.002841380310557971,7.197558847685487e-05,4.141027612426492e-06,6.783456086442837e-05
1998-08-04,-0.0009902625004637746,7.997586592897297e-05,5.8800812811910246e-06,7.409578464778194e-05
1998-08-05,0.0009902625004638746,6.4565416695938e-05,3.156821484927156e-06,6.140859521101084e-05
1998-08-06,0.008345154715608507,5.831003632943466e-05,0.0,6.152983485887028e-05
1998-08-07,-0.004131017972712357,0.0001278388468377054,5.350535819002268e-05,7.433348864768271e-05
1998-08-10,-0.0027635232747538385,0.00014479128380515984,1.782902223837238e-05,0.00012696226156678746
1998-08-11,0.002369201503083017,0.00014410155608280252,9.522251208240226e-06,0.0001345793048745623
1998-08-12,-0.004017789037269315,0.00014453553943923465,6.27832492467546e-07,0.0001439077069467671
1998-08-13,0.0011872569167184013,0.0001606066284808965,2.476483283701044e-06,0.00015813014519719545
1998-08-14,0.0010541574306012244,0.00015899809490757752,4.4655362616093834e-06,0.00015453255864596814
1998-08-17,0.0037464304886624757,0.00014359244751861004,0.0,0.00014927860524522273
1998-08-18,0.002751574063093317,0.00015634912192879954,2.757958598338363e-06,0.00015359116333046118
1998-08-19,0.003265842223417201,0.00016278719203788552,0.0,0.0001646772948714727
1998-08-20,-0.001958225168839145,0.00016412572256331766,0.0,0.00017021401644403192
1998-08-21,0.007485795737807719,0.00016476250317349491,0.0,0.00017227825414936406
1998-08-24,0.004722940878971314,0.00021272619893244863,2.18416089989945e-05,0.00019088458993345414
1998-08-25,0.0009032258678572714,0.00023405174965888218,0.0,0.000244879694034696
1998-08-26,0.007900609551373368,0.00023388694680742377,0.0,0.00023859963241122428
1998-08-27,0.0089172565415618,0.000226664970863233,3.100768863213875e-05,0.00019565728223109425
1998-08-28,-0.004958372627640933,0.0002891171256003872,7.26943056222082e-07,0.00028839018254416514
1998-08-31,0.0033718262056819243,0.00030606552382481984,0.0,0.000347558525859822
1998-09-01,-0.013427311707977205,0.00031182162002393236,0.0,0.0003588679750000375
1998-09-02,-0.009702534071005645,0.00047597169097911263,5.347953177604848e-05,0.00042249215920306415
1998-09-03,0.0006497726024586751,0.0005687012793918423,0.0,0.0006251679151696423
1998-09-04,-0.008480155189622652,0.0005680122359382564,0.0,0.0006288673184526225
1998-09-07,0.0,0.0006258895265719605,4.559530494868311e-06,0.0006213299960770922
1998-09-08,-0.00013102725385624403,0.0006183183667472727,1.1103871234497136e-05,0.0006072144955127756
1998-09-09,-0.0034784926617835695,0.0006076698094602713,1.0500956129750336e-05,0.000597168853330521
1998-09-10,-0.004282661792000848,0.0006159350748464784,4.107639298410112e-05,0.0005748586818623772
1998-09-11,-0.0009909166789361361,0.0005782391290429621,3.551542628948577e-05,0.0005427237027534763
1998-09-14,0.0022446698538239494,0.0005569148743612976,1.4225919781333109e-05,0.0005426889545799645
1998-09-15,-0.009541551318099702,0.0005611376001455971,2.6164010898246568e-05,0.0005349735892473506
1998-09-16,0.0011976846198465101,0.0005897591704182751,0.0001318082118371068,0.0004579509585811683
1998-09-17,0.014326987212797945,0.0005116761546388654,0.00010522738450564954,0.00040644877013321583
1998-09-18,0.0026186594342338994,0.0006923532581200022,0.0002852126441434008,0.0004071406139766014
1998-09-21,-0.0018323413280615511,0.000687841423391181,0.0002928855727483149,0.00039495585064286604
1998-09-22,0.0018323413280615622,0.0005109061984305217,0.0003130549255429705,0.00019785127288755115
1998-09-23,-0.0009811938644924058,0.0004201245057740188,0.00022690231636635894,0.00019322218940765989
1998-09-24,-0.010526412986987504,0.00042066504273883046,0.00023327410551527835,0.0001873909372235521
1998-09-25,0.0005289606047692815,0.0004595573810713656,0.000255942549639291,0.0002036148314320746
1998-09-28,-0.0014553154649001056,0.00045983718039276344,0.0002474760642530358,0.00021236111613972763
1998-09-29,-0.006242134618481711,0.00046193795535388773,0.0002490835664302452,0.00021285438892364254
1998-09-30,0.016516197594666892,0.0004888022887510534,0.00028507883295958935,0.00020372345579146406
1998-10-01,0.006661031616216818,0.00074324587971247,0.00038424517357141827,0.0003590007061410517
1998-10-02,0.009135442068753996,0.0007866333060401161,0.00025831546863870636,0.0005283178374014098
1998-10-05,0.004183433293494602,0.0008650510650790104,0.00027479070317984423,0.0005902603618991661
1998-10-06,-0.003216471090834225,0.0007915109776441993,0.00015916938547092213,0.0006323415921732771
1998-10-07,-0.015061307817100836,0.0008004222154737548,0.00017389778472915005,0.0006265244307446047
1998-10-08,0.009569451016150893,0.0008220026460395418,0.00017831449932318496,0.0006436881467163568
1998-10-09,0.001618385205153263,0.0009067196615575509,4.417219639545251e-05,0.0008625474651620984
1998-10-12,0.0,0.0009059813574872875,2.4380787583648967e-05,0.0008816005699036386
1998-10-13,0.001615770265890235,0.0009026238827447652,2.3847419390729194e-05,0.000878776463354036
1998-10-14,-0.0012924072881331581,0.0009042718548971827,4.1719285751669354e-05,0.0008625525691455133
1998-10-15,-0.00012933264373954828,0.0007951368011229832,0.0,0.0008570864735840744
1998-10-16,-0.0021364071182240142,0.000794873728734322,0.0,0.0008561398267420515
1998-10-19,0.003880988053707752,0.0007973200210067428,0.0,0.0008423043031754427
1998-10-20,-0.0064767065779894216,0.0007734178446845171,8.003282171787545e-05,0.0006933850229666416
1998-10-21,0.010342690774455283,0.0005425807897958082,0.0,0.000560057568832521
1998-10-22,-0.007552564706548759,0.0006051827000595705,3.548813094645645e-05,0.0005696945691131141
1998-10-23,0.000777252451850669,0.0005787676319146162,0.0,0.000632363575864676
1998-10-26,0.00032367697320939497,0.000561870639167405,0.0,0.0006204480759975857
1998-10-27,-0.0035662219672906747,0.0005516297196722185,6.882532265632224e-06,0.0005447471874065863
1998-10-28,0.0016225867587196224,0.00033750466563074245,1.7340737602092814e-05,0.00032016392802864963
1998-10-29,0.004981088670014452,0.00024856306066980337,0.0,0.00030492633437503077
1998-10-30,-0.004203181201770105,0.0002707551343360907,0.0,0.00031762190066244905
1998-11-02,-0.006957793781152811,0.0002884218665510043,0.0,0.00035050874956488333
1998-11-03,-0.005561931563774873,0.00033422204729991806,0.0,0.00039316629169266527
1998-11-04,0.00045921213126976315,0.00036348681342161354,0.0,0.00045369162261502924
1998-11-05,-0.004733425444207913,0.0003636809622703822,0.0,0.0004572695813362965
1998-11-06,0.00918340333917663,0.00038152204333145883,0.0,0.0004476598827645876
1998-11-09,0.0022827337484674676,0.00045079487194843703,0.0,0.0004764571884237493
1998-11-10,0.00714056912606979,0.0004140580172174579,9.89407296006175e-06,0.00040416394425739615
1998-11-11,0.0,0.00035807449220563655,5.100747435482874e-05,0.0003070670178508078
1998-11-12,0.0021322658548787103,0.0003010332585590306,3.187206959544915e-06,0.0002978460515994857
1998-11-13,0.0020633188053877584,0.0003049756948610044,7.52482219241958e-06,0.0002974508726685848
1998-11-16,0.0016090108057006858,0.00030912821257068516,6.57972835255182e-06,0.00030254848421813334
1998-11-17,-0.004059676291205827,0.0002989991892235601,3.2523482113342534e-07,0.00029867395440242667
1998-11-18,0.0045097357709471325,0.0003128473730233666,1.6608444309839884e-05,0.0002962389287135267
1998-11-19,-0.003670674179783509,0.0003083738454085804,1.626352059226399e-05,0.0002921103248163164
1998-11-20,-0.0031015791211661567,0.00030418096212779614,3.200576645061195e-05,0.0002721751956771842
1998-11-23,0.0012934939069035565,0.00026538986087160126,3.611921769901502e-05,0.00022927064317258624
1998-11-24,0.0009044512535933595,0.00023612790463868266,4.567406028197174e-06,0.00023156049861048549
1998-11-25,-0.0029748453679016135,0.00023673506092730394,6.751240020519129e-06,0.0002299838209067848
1998-11-26,0.0,0.00022317944945435476,5.725011472254899e-05,0.00016592933473180577
1998-11-27,-0.004804268151187004,0.0001388445525643543,5.844237065119997e-06,0.0001330003154992343
1998-11-30,-0.008561864007770707,0.00015671467166647175,4.931836476836016e-05,0.00010739630689811159
1998-12-01,0.0062162804460503185,0.00017903245950985015,7.023816720328618e-06,0.00017200864278952153
1998-12-02,0.002475732582532889,0.0002176746020937977,0.0,0.0002556110537157665
1998-12-03,-0.001954016123587964,0.00021925729623813102,0.0,0.0002728745825645778
1998-12-04,0.0007820646905385841,0.000218818190756706,0.0,0.00027525861019985317
1998-12-07,0.001562296893734145,0.00021684090016403163,0.0,0.0002673985087352279
1998-12-08,0.0040894542727640875,0.00020280070015882428,0.0,0.0002405594897574702
1998-12-09,-0.00012956724558157797,0.00019918661968409263,0.0,0.00022459261378870836
1998-12-10,-0.0013614705983210744,0.00018572955842109087,0.0,0.0002075415771390035
1998-12-11,0.0005188740549672472,0.0001779633675663298,0.0,0.00020151683228167855
1998-12-14,-0.0011029293621376347,0.00017655947136405132,0.0,0.00020078881465536273
1998-12-15,0.0009732360865521751,0.00017695789247179007,0.0,0.0001974613635083583
1998-12-16,-0.0019474202843956779,0.0001690553759890318,0.0,0.00019914747302418167
1998-12-17,0.002077113559981123,0.00017284782175310752,0.0,0.00020212460282555277
1998-12-18,0.0016844837154442885,0.00015408123002565516,1.0215071404081456e-05,0.0001438661586215737
1998-12-21,0.0029733070834974916,8.361320012569267e-05,1.7853449763176104e-05,6.575975036251657e-05
1998-12-22,0.002320784950884911,5.3811612554521474e-05,4.358865414154314e-06,4.945274714036716e-05
1998-12-23,-0.0009018875828748241,5.306840352256039e-05,3.7544136011235293e-07,5.269296216244804e-05
1998-12-24,-6.44516773772563e-05,5.0063625723462456e-05,0.0,5.358033660359005e-05
1998-12-25,0.0,4.9456154561991985e-05,0.0,5.1752418088150555e-05
1998-12-28,0.0006443299191988014,4.701538297782062e-05,5.298691055771955e-06,4.171669192204867e-05
1998-12-29,-0.0003221130644697274,3.0706907773566915e-05,0.0,4.088439083896525e-05
1998-12-30,-0.0018057531025670386,3.0793876928741395e-05,0.0,4.093331343105199e-05
1998-12-31,-0.007580947959924062,3.220101900607914e-05,0.0,4.073731715518717e-05
1999-01-01,0.0,8.940256069223779e-05,2.8061047063894856e-05,6.134151362834294e-05
1999-01-04,-0.006983678809598419,8.818610751437246e-05,2.8530703401852945e-05,5.9655404112519514e-05
1999-01-05,-0.0036088094019914975,0.00013601068874983906,7.933241443869059e-05,5.6678274311148464e-05
1999-01-06,-0.006793549196343667,0.00014524174828566555,5.532895379902587e-05,8.991279448663969e-05
1999-01-07,0.0004631620819225822,0.00018707965822774977,6.415224314964575e-05,0.00012292741507810402
1999-01-08,0.001850506112629868,0.00018445669195428366,6.44540571839291e-05,0.00012000263477035456
1999-01-11,-0.0048317266451932475,0.00017904050981438777,6.853070315323461e-05,0.00011050980666115317
1999-01-12,0.0015248453247948873,0.00019700004940000431,7.573334692913885e-05,0.00012126670247086547
1999-01-13,0.013489265239587675,0.00019851180145240933,6.57633512643722e-05,0.00013274845018803713
1999-01-14,-0.000980873055591948,0.0003804679241376409,0.00021540969670374882,0.0001650582274338921
1999-01-15,0.00032706459817301206,0.0003814300360888272,0.00019558819905381053,0.0001858418370350167
1999-01-18,0.0,0.0003811218462954306,0.0001951020980928703,0.0001860197482025603
1999-01-19,0.0007845188686892173,0.0003810180894691285,0.00019591200542025983,0.00018510608404886868
1999-01-20,-0.004979045925639292,0.0003783728150570275,0.00021476986505019734,0.00016360295000683014
1999-01-21,-0.00467398237425428,0.00034569294141557585,0.00017595421673400187,0.00016973872468157398
1999-01-22,0.0023068060979148704,0.0003675390526504155,0.00016124479842489974,0.00020629425422551576
1999-01-25,-0.0024387844536561624,0.00032408863730815877,0.00014044651443643425,0.00018364212287172451
1999-01-26,0.0030968956982054268,0.0003170128016196515,0.0001630443115557929,0.0001539684900638586
1999-01-27,0.000986355496703767,0.00028045125390207306,0.00011956160479602881,0.00016088964910604425
1999-01-28,0.0031498155840503877,0.00028120963195381993,0.00011686807022066019,0.00016434156173315975
1999-01-29,-0.01106803577418276,0.00028770659729446615,0.00013252953536133265,0.0001551770619331335
1999-02-01,-0.0006626905477777942,0.0003868624308191851,0.0001884968959951044,0.00019836553482408068
1999-02-02,0.0025820134176619287,0.00038497643631675034,0.00020739938611083917,0.00017757705020591118
1999-02-03,0.0007270564449957105,0.00020968295290178823,5.020176058021704e-05,0.00015948119232157118
1999-02-04,-0.013637330922582978,0.00020924945202481173,4.7323377039916806e-05,0.00016192607498489493
1999-02-05,-0.0033545821461532853,0.0003951192754654716,0.00021761858314984394,0.00017750069231562766
1999-02-08,-0.00033607797325226627,0.000406372496840762,0.00015701172599828247,0.00024936077084247954
1999-02-09,0.004025500236379737,0.00040586997538953796,0.0001608740616070467,0.00024499591378249126
1999-02-10,0.000535511091182891,0.00039728372921300596,0.00018671824295989344,0.00021056548625311252
1999-02-11,-0.0036202774858426425,0.00037572439010694623,0.00017870901868337273,0.0001970153714235735
1999-02-12,0.0024149740052524,0.0003835094448080682,0.00019228576296500093,0.00019122368184306725
1999-02-15,0.0,0.00038339387464271795,0.00019030060754893493,0.00019309326709378302
1999-02-16,0.005012541823544414,0.0003738031116771547,0.0001855080620237176,0.0001882950496534371
1999-02-17,-0.00033338890123761844,0.0003979557900440589,0.00021454094997534295,0.00018341484006871594
1999-02-18,-0.00816932359051152,0.00038814559999000067,0.0002568672897559637,0.00013127831023403692
1999-02-19,0.002149238519573823,0.00033238203201789934,0.00020834685351565503,0.0001240351785022443
1999-02-22,0.004485062912147947,0.00033656209946980516,0.0001876349057627289,0.00014892719370707626
1999-02-23,0.0002003539593305057,0.00035001109550674396,0.00018889106580235603,0.00016112002970438793
1999-02-24,0.0010011681129932417,0.00034952262614155354,0.00020256569601224747,0.00014695693012930608
1999-02-25,0.0039946790803782216,0.0001645481690399901,8.913623455117242e-05,7.541193448881768e-05
1999-02-26,0.0026542815848727233,0.00016925240861991113,8.932923481245325e-05,7.992317380745787e-05
1999-03-01,0.0098912774787427,0.00017618467094760023,8.173144079999115e-05,9.445323014760909e-05
1999-03-02,-0.002628122406269469,0.0002578173889559895,0.0001255102675462065,0.00013230712140978302
1999-03-03,0.004463707030752469,0.0002644376442095452,9.434220665586215e-05,0.00017009543755368305
1999-03-04,-0.0008518167143502872,0.0002712559155914351,9.646647924578994e-05,0.00017478943634564517
1999-03-05,-0.005785303099373213,0.0002661494078602368,8.538739506975824e-05,0.00018076201279047858
1999-03-08,-0.0014515705900592774,0.00029961913981185414,0.00011111621464081689,0.00018850292517103725
1999-03-09,0.0015834271303346915,0.0002766006214569972,7.753149913871535e-05,0.00019906912231828185
1999-03-10,0.004669678648965081,0.0002789967147746087,8.059534671130139e-05,0.0001984013680633073
1999-03-11,-0.0013131978249604722,0.000234064765532721,5.162854576990671e-05,0.0001824362197628143
1999-03-12,0.0009850600041327216,0.00023117002784618204,5.4242996268603585e-05,0.00017692703157757845
1999-03-15,0.003341964383019866,0.00021202458173199897,3.4477119310561446e-05,0.00017754746242143753
1999-03-16,-6.542147789455932e-05,0.00022315316596035288,4.074966923439124e-05,0.00018240349672596164
1999-03-17,-0.004130205497597933,0.00022215510833964832,4.569033553023625e-05,0.00017646477280941207
1999-03-18,-0.0023677990541578534,0.0002232562448368251,6.30221946994965e-05,0.0001602340501373286
1999-03-19,-0.0018455054012045226,0.0002218175064659015,8.746191582211603e-05,0.00013435559064378546
1999-03-22,-0.0052917176003272,0.00012738602649029404,2.700000915189187e-05,0.00010038601733840217
1999-03-23,-0.0008625552072455669,0.0001484812742695711,5.118230376004987e-05,9.729897050952122e-05
1999-03-24,-0.0016608540605707557,0.0001293005952987285,3.0804460724002364e-05,9.849613457472613e-05
1999-03-25,0.004312496316941481,0.00013133343979439632,3.832792883980828e-05,9.300551095458804e-05
1999-03-26,0.0019841276350466854,0.00011646133232641286,2.5396302751858006e-05,9.106502957455485e-05
1999-03-29,-0.0006609385567768985,0.00011829103762064379,1.7395828186435655e-05,0.00010089520943420814
1999-03-30,0.0,0.00011622063591939816,2.4880124078897377e-05,9.134051184050079e-05
1999-03-31,-0.0021842018148410143,9.441473723479781e-05,1.2706681235685169e-05,8.170805599911264e-05
1999-04-01,-0.004582442021777492,9.746098627527166e-05,1.7784878875668956e-05,7.967610739960271e-05
1999-04-02,-0.003667771108498113,0.0001174894179464819,2.7262361577071165e-05,9.022705636941074e-05
1999-04-05,0.00026720107039422203,0.00011977323691344201,3.4886923464187393e-06,0.00011628454456702327
1999-04-06,0.004199026398309938,0.00011984035335569193,2.44081323040825e-06,0.00011739954012528368
1999-04-07,-0.0019973375481620757,0.00012041357859700748,1.6613227027006554e-05,0.00010380035157000092
1999-04-08,-0.0013337781237039285,0.00011879646351743473,8.686086211485614e-06,0.00011011037730594911
1999-04-09,0.0025326593116601175,0.00011716953741483086,1.821478014130713e-05,9.895475727352373e-05
