,Unnamed: 0,date,contents,speaker,title,sentiment
92,92,1998-05-07,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesMarch 18, 2008For immediate release                                                     ShareThe Federal Open Market Committee decided today to lower its target for the federal funds rate 75 basis points to 2-1/4 percent.Recent information indicates that the outlook for economic activity has weakened further. Growth in consumer spending has slowed and labor markets have softened.  Financial markets remain under considerable stress, and the tightening of credit conditions and the deepening of the housing contraction are likely to weigh on economic growth over the next few quarters.Inflation has been elevated, and some indicators of inflation expectations have risen.  The Committee expects inflation to moderate in coming quarters, reflecting a projected leveling-out of energy and other commodity prices and an easing of pressures on resource utilization.  Still, uncertainty about the inflation outlook has increased.  It will be necessary to continue to monitor inflation developments carefully.Todayâs policy action, combined with those taken earlier, including measures to foster market liquidity, should help to promote moderate growth over time and to mitigate the risks to economic activity.  However, downside risks to growth remain.  The Committee will act in a timely manner as needed to promote sustainable economic growth and price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Donald L. Kohn; Randall S. Kroszner; Frederic S. Mishkin; Sandra Pianalto; Gary H. Stern; and Kevin M. Warsh.  Voting against were Richard W. Fisher and Charles I. Plosser, who preferred less aggressive action at this meeting.In a related action, the Board of Governors unanimously approved a 75-basis-point decrease in the discount rate to 2-1/2 percent.  In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, and San Francisco.Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Vice Chair Alice M. Rivlin,The U.S. retail payments system,-0.7377125397324562
93,93,1998-05-07,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesApril 30, 2008For immediate release                                                     ShareThe Federal Open Market Committee decided today to lower its target for the federal funds rate 25 basis points to 2 percent.Recent information indicates that economic activity remains weak. Household and business spending has been subdued and labor markets have softened further. Financial markets remain under considerable stress, and tight credit conditions and the deepening housing contraction are likely to weigh on economic growth over the next few quarters.Although readings on core inflation have improved somewhat, energy and other commodity prices have increased, and some indicators of inflation expectations have risen in recent months. The Committee expects inflation to moderate in coming quarters, reflecting a projected leveling-out of energy and other commodity prices and an easing of pressures on resource utilization. Still, uncertainty about the inflation outlook remains high. It will be necessary to continue to monitor inflation developments carefully.The substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time and to mitigate risks to economic activity. The Committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Donald L. Kohn; Randall S. Kroszner; Frederic S. Mishkin; Sandra Pianalto; Gary H. Stern; and Kevin M. Warsh. Voting against were Richard W. Fisher and Charles I. Plosser, who preferred no change in the target for the federal funds rate at this meeting.In a related action, the Board of Governors unanimously approved a 25-basis-point decrease in the discount rate to 2-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Cleveland, Atlanta, and San Francisco.Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Chairman Alan Greenspan,Understanding today's international financial system,-0.480315625667572
94,94,1998-05-12,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesJune 25, 2008For immediate release                                                     ShareThe Federal Open Market Committee decided today to keep its target for the federal funds rate at 2 percent.Recent information indicates that overall economic activity continues to expand, partly reflecting some firming in household spending.  However, labor markets have softened further and financial markets remain under considerable stress.  Tight credit conditions, the ongoing housing contraction, and the rise in energy prices are likely to weigh on economic growth over the next few quarters.The Committee expects inflation to moderate later this year and next year.  However, in light of the continued increases in the prices of energy and some other commodities and the elevated state of some indicators of inflation expectations, uncertainty about the inflation outlook remains high.The substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time.  Although downside risks to growth remain, they appear to have diminished somewhat, and the upside risks to inflation and inflation expectations have increased.  The Committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Donald L. Kohn; Randall S. Kroszner; Frederic S. Mishkin; Sandra Pianalto; Charles I. Plosser; Gary H. Stern; and Kevin M. Warsh.  Voting against was Richard W. Fisher, who preferred an increase in the target for the federal funds rate at this meeting.Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Governor Laurence H. Meyer,Community reinvestment in an era of bank consolidation and deregulation,0.6200200021266937
95,95,1998-05-12,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesAugust 05, 2008For immediate release                                                     ShareThe Federal Open Market Committee decided today to keep its target for the federal funds rate at 2 percent.Economic activity expanded in the second quarter, partly reflecting growth in consumer spending and exports. However, labor markets have softened further and financial markets remain under considerable stress. Tight credit conditions, the ongoing housing contraction, and elevated energy prices are likely to weigh on economic growth over the next few quarters. Over time, the substantial easing of monetary policy, combined with ongoing measures to foster market liquidity, should help to promote moderate economic growth.Inflation has been high, spurred by the earlier increases in the prices of energy and some other commodities, and some indicators of inflation expectations have been elevated. The Committee expects inflation to moderate later this year and next year, but the inflation outlook remains highly uncertain.Although downside risks to growth remain, the upside risks to inflation are also of significant concern to the Committee. The Committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Elizabeth A. Duke; Donald L. Kohn; Randall S. Kroszner; Frederic S. Mishkin; Sandra Pianalto; Charles I. Plosser; Gary H. Stern; and Kevin M. Warsh. Voting against was Richard W. Fisher, who preferred an increase in the target for the federal funds rate at this meeting.Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Vice Chair Alice M. Rivlin,Commencement address,0.6813790127635002
96,96,1998-05-20,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesSeptember 16, 2008For immediate release                                                     ShareThe Federal Open Market Committee decided today to keep its target for the federal funds rate at 2 percent.Strains in financial markets have increased significantly and labor markets have weakened further. Economic growth appears to have slowed recently, partly reflecting a softening of household spending. Tight credit conditions, the ongoing housing contraction, and some slowing in export growth are likely to weigh on economic growth over the next few quarters. Over time, the substantial easing of monetary policy, combined with ongoing measures to foster market liquidity, should help to promote moderate economic growth.Inflation has been high, spurred by the earlier increases in the prices of energy and some other commodities. The Committee expects inflation to moderate later this year and next year, but the inflation outlook remains highly uncertain.The downside risks to growth and the upside risks to inflation are both of significant concern to the Committee. The Committee will monitor economic and financial developments carefully and will act as needed to promote sustainable economic growth and price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Christine M. Cumming; Elizabeth A. Duke; Richard W. Fisher; Donald L. Kohn; Randall S. Kroszner; Sandra Pianalto; Charles I. Plosser; Gary H. Stern; and Kevin M. Warsh. Ms. Cumming voted as the alternate for Timothy F. Geithner.Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Chairman Alan Greenspan,On the announcement of a new currency design,-0.44598691165447235
97,97,1998-06-03,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesOctober 08, 2008For release at 7:00 a.m. EDT                                                     ShareJoint Statement by Central BanksThroughout the current financial crisis, central banks have engaged in continuous close consultation and have cooperated in unprecedented joint actions such as the provision of liquidity to reduce strains in financial markets.Inflationary pressures have started to moderate in a number of countries, partly reflecting a marked decline in energy and other commodity prices. Inflation expectations are diminishing and remain anchored to price stability. The recent intensification of the financial crisis has augmented the downside risks to growth and thus has diminished further the upside risks to price stability.  Some easing of global monetary conditions is therefore warranted. Accordingly, the Bank of Canada, the Bank of England, the European Central Bank, the Federal Reserve, Sveriges Riksbank, and the Swiss National Bank are today announcing reductions in policy interest rates. The Bank of Japan expresses its strong support of these policy actions.Federal Reserve ActionsThe Federal Open Market Committee has decided to lower its target for the federal funds rate 50 basis points to 1-1/2 percent. The Committee took this action in light of evidence pointing to a weakening of economic activity and a reduction in inflationary pressures.  Incoming economic data suggest that the pace of economic activity has slowed markedly in recent months. Moreover, the intensification of financial market turmoil is likely to exert additional restraint on spending, partly by further reducing the ability of households and businesses to obtain credit. Inflation has been high, but the Committee believes that the decline in energy and other commodity prices and the weaker prospects for economic activity have reduced the upside risks to inflation.  The Committee will monitor economic and financial developments carefully and will act as needed to promote sustainable economic growth and price stability.  Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Elizabeth A. Duke; Richard W. Fisher; Donald L. Kohn; Randall S. Kroszner; Sandra Pianalto; Charles I. Plosser; Gary H. Stern; and Kevin M. Warsh.  In a related action, the Board of Governors unanimously approved a 50-basis-point decrease in the discount rate to 1-3/4 percent.  In taking this action, the Board approved the request submitted by the Board of Directors of the Federal Reserve Bank of Boston.Information on Actions Taken by Other Central BanksInformation on the actions that will be taken by other central banks is available at the following websites:Bank of Canada   Bank of England  European Central Bank Sveriges Riksbank (Bank of Sweden) Swiss National Bank (68 KB PDF) Statements by Other Central BanksBank of Japan (79 KB PDF)Throughout the current financial crisis, central banks have engaged in continuous close consultation and have cooperated in unprecedented joint actions such as the provision of liquidity to reduce strains in financial markets.Inflationary pressures have started to moderate in a number of countries, partly reflecting a marked decline in energy and other commodity prices. Inflation expectations are diminishing and remain anchored to price stability. The recent intensification of the financial crisis has augmented the downside risks to growth and thus has diminished further the upside risks to price stability.Some easing of global monetary conditions is therefore warranted. Accordingly, the Bank of Canada, the Bank of England, the European Central Bank, the Federal Reserve, Sveriges Riksbank, and the Swiss National Bank are today announcing reductions in policy interest rates. The Bank of Japan expresses its strong support of these policy actions.Federal Reserve ActionsThe Federal Open Market Committee has decided to lower its target for the federal funds rate 50 basis points to 1-1/2 percent. The Committee took this action in light of evidence pointing to a weakening of economic activity and a reduction in inflationary pressures.Incoming economic data suggest that the pace of economic activity has slowed markedly in recent months. Moreover, the intensification of financial market turmoil is likely to exert additional restraint on spending, partly by further reducing the ability of households and businesses to obtain credit. Inflation has been high, but the Committee believes that the decline in energy and other commodity prices and the weaker prospects for economic activity have reduced the upside risks to inflation.The Committee will monitor economic and financial developments carefully and will act as needed to promote sustainable economic growth and price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Elizabeth A. Duke; Richard W. Fisher; Donald L. Kohn; Randall S. Kroszner; Sandra Pianalto; Charles I. Plosser; Gary H. Stern; and Kevin M. Warsh.In a related action, the Board of Governors unanimously approved a 50-basis-point decrease in the discount rate to 1-3/4 percent.  In taking this action, the Board approved the request submitted by the Board of Directors of the Federal Reserve Bank of Boston.Information on Actions Taken by Other Central BanksInformation on the actions that will be taken by other central banks is available at the following websites:Bank of Canada   Bank of England  European Central Bank Sveriges Riksbank (Bank of Sweden) Swiss National Bank (68 KB PDF)Statements by Other Central BanksBank of Japan (79 KB PDF)Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Governor Laurence H. Meyer,Economic forecasting,-0.46790726482868195
98,98,1998-06-09,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesOctober 29, 2008For immediate release                                                     ShareThe Federal Open Market Committee decided today to lower its target for the federal funds rate 50 basis points to 1 percent.The pace of economic activity appears to have slowed markedly, owing importantly to a decline in consumer expenditures. Business equipment spending and industrial production have weakened in recent months, and slowing economic activity in many foreign economies is damping the prospects for U.S. exports. Moreover, the intensification of financial market turmoil is likely to exert additional restraint on spending, partly by further reducing the ability of households and businesses to obtain credit.In light of the declines in the prices of energy and other commodities and the weaker prospects for economic activity, the Committee expects inflation to moderate in coming quarters to levels consistent with price stability.Recent policy actions, including todayâs rate reduction, coordinated interest rate cuts by central banks, extraordinary liquidity measures, and official steps to strengthen financial systems, should help over time to improve credit conditions and promote a return to moderate economic growth. Nevertheless, downside risks to growth remain. The Committee will monitor economic and financial developments carefully and will act as needed to promote sustainable economic growth and price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Elizabeth A. Duke; Richard W. Fisher; Donald L. Kohn; Randall S. Kroszner; Sandra Pianalto; Charles I. Plosser; Gary H. Stern; and Kevin M. Warsh.In a related action, the Board of Governors unanimously approved a 50-basis-point decrease in the discount rate to 1-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Cleveland, and San Francisco.Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Governor Laurence H. Meyer,Issues and trends in bank regulatory policy and financial modernization legislation,-0.9086122345179319
99,99,1998-06-18,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesDecember 16, 2008For immediate release                                                     ShareThe Federal Open Market Committee decided today to establish a target range for the federal funds rate of 0 to 1/4 percent.Since the Committee's last meeting, labor market conditions have deteriorated, and the available data indicate that consumer spending, business investment, and industrial production have declined.  Financial markets remain quite strained and credit conditions tight.  Overall, the outlook for economic activity has weakened further.Meanwhile, inflationary pressures have diminished appreciably.  In light of the declines in the prices of energy and other commodities and the weaker prospects for economic activity, the Committee expects inflation to moderate further in coming quarters.The Federal Reserve will employ all available tools to promote the resumption of sustainable economic growth and to preserve price stability.  In particular, the Committee anticipates that weak economic conditions are likely to warrant exceptionally low levels of the federal funds rate for some time.The focus of the Committee's policy going forward will be to support the functioning of financial markets and stimulate the economy through open market operations and other measures that sustain the size of the Federal Reserve's balance sheet at a high level.  As previously announced, over the next few quarters the Federal Reserve will purchase large quantities of agency debt and mortgage-backed securities to provide support to the mortgage and housing markets, and it stands ready to expand its purchases of agency debt and mortgage-backed securities as conditions warrant.  The Committee is also evaluating the potential benefits of purchasing longer-term Treasury securities.  Early next year, the Federal Reserve will also implement the Term Asset-Backed Securities Loan Facility to facilitate the extension of credit to households and small businesses.  The Federal Reserve will continue to consider ways of using its balance sheet to further support credit markets and economic activity.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Christine M. Cumming; Elizabeth A. Duke; Richard W. Fisher; Donald L. Kohn; Randall S. Kroszner; Sandra Pianalto; Charles I. Plosser; Gary H. Stern; and Kevin M. Warsh.In a related action, the Board of Governors unanimously approved a 75-basis-point decrease in the discount rate to 1/2 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Cleveland, Richmond, Atlanta, Minneapolis, and San Francisco.  The Board also established interest rates on required and excess reserve balances of 1/4 percent.Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Vice Chair Alice M. Rivlin,Renewed confidence and vitality of the U.S. economy and the Asian crisis,-0.9453337518498302
100,100,1998-07-09,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesJanuary 28, 2009For immediate release                                                     ShareThe Federal Open Market Committee decided today to keep its target range for the federal funds rate at 0 to 1/4 percent. The Committee continues to anticipate that economic conditions are likely to warrant exceptionally low levels of the federal funds rate for some time.Information received since the Committee met in December suggests that the economy has weakened further. Industrial production, housing starts, and employment have continued to decline steeply, as consumers and businesses have cut back spending. Furthermore, global demand appears to be slowing significantly. Conditions in some financial markets have improved, in part reflecting government efforts to provide liquidity and strengthen financial institutions; nevertheless, credit conditions for households and firms remain extremely tight. The Committee anticipates that a gradual recovery in economic activity will begin later this year, but the downside risks to that outlook are significant.In light of the declines in the prices of energy and other commodities in recent months and the prospects for considerable economic slack, the Committee expects that inflation pressures will remain subdued in coming quarters. Moreover, the Committee sees some risk that inflation could persist for a time below rates that best foster economic growth and price stability in the longer term.The Federal Reserve will employ all available tools to promote the resumption of sustainable economic growth and to preserve price stability. The focus of the Committee's policy is to support the functioning of financial markets and stimulate the economy through open market operations and other measures that are likely to keep the size of the Federal Reserve's balance sheet at a high level. The Federal Reserve continues to purchase large quantities of agency debt and mortgage-backed securities to provide support to the mortgage and housing markets, and it stands ready to expand the quantity of such purchases and the duration of the purchase program as conditions warrant. The Committee also is prepared to purchase longer-term Treasury securities if evolving circumstances indicate that such transactions would be particularly effective in improving conditions in private credit markets. The Federal Reserve will be implementing the Term Asset-Backed Securities Loan Facility to facilitate the extension of credit to households and small businesses. The Committee will continue to monitor carefully the size and composition of the Federal Reserve's balance sheet in light of evolving financial market developments and to assess whether expansions of or modifications to lending facilities would serve to further support credit markets and economic activity and help to preserve price stability.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; William C. Dudley, Vice Chairman; Elizabeth A. Duke; Charles L. Evans; Donald L. Kohn; Dennis P. Lockhart; Kevin M. Warsh; and Janet L. Yellen.  Voting against was Jeffrey M. Lacker, who preferred to expand the monetary base at this time by purchasing U.S. Treasury securities rather than through targeted credit programs.Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551","Governor Roger W. Ferguson, Jr.",Exercising caution and vigilance in monetary policy,-0.9261760879307985
101,101,1998-07-10,"The Federal Reserve, the central bank of the United States, provides          the nation with a safe, flexible, and stable monetary and financial          system.Federal Open Market CommitteeMonetary Policy Principles and PracticePolicy ImplementationReportsReview of Monetary Policy Strategy, Tools, and                    CommunicationsInstitution SupervisionReportsReporting FormsSupervision & Regulation LettersBanking Applications & Legal DevelopmentsRegulatory ResourcesBanking & Data StructureFinancial Stability AssessmentsFinancial Stability Coordination & ActionsReportsRegulations & StatutesPayment PoliciesReserve Bank Payment Services & DataFinancial Market Utilities & InfrastructuresResearch, Committees, and ForumsWorking Papers and NotesData, Models and ToolsBank Assets and LiabilitiesBank Structure DataBusiness FinanceDealer Financing TermsExchange Rates and International DataFinancial AccountsHousehold FinanceIndustrial ActivityInterest RatesMicro Data Reference Manual (MDRM)Money Stock and Reserve BalancesOtherRegulationsSupervisionÂ & EnforcementCommunity DevelopmentResearchÂ & AnalysisConsumer ResourcesMarch 18, 2009For immediate release                                                     ShareInformation received since the Federal Open Market Committee met in January indicates that the economy continues to contract.  Job losses, declining equity and housing wealth, and tight credit conditions have weighed on consumer sentiment and spending.  Weaker sales prospects and difficulties in obtaining credit have led businesses to cut back on inventories and fixed investment.  U.S. exports have slumped as a number of major trading partners have also fallen into recession.  Although the near-term economic outlook is weak, the Committee anticipates that policy actions to stabilize financial markets and institutions, together with fiscal and monetary stimulus, will contribute to a gradual resumption of sustainable economic growth.In light of increasing economic slack here and abroad, the Committee expects that inflation will remain subdued.  Moreover, the Committee sees some risk that inflation could persist for a time below rates that best foster economic growth and price stability in the longer term.In these circumstances, the Federal Reserve will employ all available tools to promote economic recovery and to preserve price stability.  The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and anticipates that economic conditions are likely to warrant exceptionally low levels of the federal funds rate for an extended period.  To provide greater support to mortgage lending and housing markets, the Committee decided today to increase the size of the Federal Reserveâs balance sheet further by purchasing up to an additional $750 billion of agency mortgage-backed securities, bringing its total purchases of these securities to up to $1.25 trillion this year, and to increase its purchases of agency debt this year by up to $100 billion to a total of up to $200 billion.  Moreover, to help improve conditions in private credit markets, the Committee decided to purchase up to $300 billion of longer-term Treasury securities over the next six months.  The Federal Reserve has launched the Term Asset-Backed Securities Loan Facility to facilitate the extension of credit to households and small businesses and anticipates that the range of eligible collateral for this facility is likely to be expanded to include other financial assets.  The Committee will continue to carefully monitor the size and composition of the Federal Reserve's balance sheet in light of evolving financial and economic developments.Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; William C. Dudley, Vice Chairman; Elizabeth A. Duke; Charles L. Evans; Donald L. Kohn; Jeffrey M. Lacker; Dennis P. Lockhart; Daniel K. Tarullo; Kevin M. Warsh; and Janet L. Yellen.Board of Governors of the Federal Reserve System20th Street and Constitution Avenue N.W., Washington, DC 20551",Chairman Alan Greenspan,The implications of technological changes,-0.9371607676148415
